EntryTime,ExitTime,EntryPrice,ExitPrice,Profit,Result,EMA20,EMA50,EMA200,RSI,ADX,ATR,MACD,MACD_SIGNAL,AI_SCORE
2026-04-30 14:10:00+05:30,2026-04-30 14:20:00+05:30,24022.85,24011.9,-10.95,LOSS,23983.9,23962.0,24046.23,73.6,51.5,27.95,38.36,33.21,65.0
2026-04-30 14:40:00+05:30,2026-04-30 14:45:00+05:30,24075.1,24036.75,-38.35,LOSS,24007.47,23977.2,24045.39,70.35,47.7,30.66,33.69,32.3,66.0
2026-05-04 09:35:00+05:30,2026-05-04 10:10:00+05:30,24261.0,24175.2,-85.8,LOSS,24092.23,24029.35,24051.05,70.89,27.87,50.5,60.01,37.43,76.0
2026-05-06 09:35:00+05:30,2026-05-06 10:00:00+05:30,24153.0,24110.15,-42.85,LOSS,24085.66,24046.59,24050.69,71.74,34.75,37.85,37.7,24.85,78.0
2026-05-07 13:05:00+05:30,2026-05-07 13:15:00+05:30,24396.35,24350.7,-45.65,LOSS,24379.25,24336.66,24196.64,59.89,30.13,33.23,21.93,19.96,74.0
2026-05-14 09:25:00+05:30,2026-05-14 09:35:00+05:30,23581.3,23524.5,-56.8,LOSS,23488.11,23483.83,23610.05,62.34,57.28,36.58,6.47,-6.97,76.0
2026-05-14 11:50:00+05:30,2026-05-14 12:50:00+05:30,23673.75,23684.95,11.2,WIN,23556.0,23518.25,23588.13,71.9,32.83,41.65,44.33,21.42,76.0
2026-05-15 09:45:00+05:30,2026-05-15 10:55:00+05:30,23794.7,23829.5,34.8,WIN,23742.25,23702.38,23641.32,67.57,30.28,38.09,19.66,11.54,74.0
2026-05-15 12:35:00+05:30,2026-05-15 13:35:00+05:30,23743.9,23740.1,-3.8,LOSS,23744.09,23742.61,23677.1,62.78,48.34,22.02,-8.49,-9.15,75.0
2026-05-19 09:30:00+05:30,2026-05-19 09:55:00+05:30,23684.0,23677.6,-6.4,LOSS,23656.22,23615.49,23616.66,62.88,42.29,39.42,31.92,22.45,69.0
2026-05-19 10:10:00+05:30,2026-05-19 10:50:00+05:30,23754.25,23741.7,-12.55,LOSS,23689.37,23642.9,23624.24,64.36,44.66,44.49,29.33,28.19,70.0
2026-05-20 15:00:00+05:30,2026-05-20 15:05:00+05:30,23643.55,23672.15,28.6,WIN,23647.61,23623.68,23628.33,61.16,49.18,20.95,19.8,19.55,65.0
2026-05-21 09:15:00+05:30,2026-05-21 10:05:00+05:30,23766.85,23763.6,-3.25,LOSS,23664.77,23636.35,23631.45,70.22,48.03,30.43,21.61,18.17,81.0
2026-05-22 09:55:00+05:30,2026-05-22 10:35:00+05:30,23779.65,23773.05,-6.6,LOSS,23715.16,23693.33,23669.32,71.88,35.27,31.95,27.69,17.68,75.0
2026-05-22 10:40:00+05:30,2026-05-22 10:45:00+05:30,23792.7,23783.9,-8.8,LOSS,23751.31,23718.23,23678.46,58.69,42.83,25.12,25.92,25.84,81.0
2026-05-22 12:50:00+05:30,2026-05-22 13:20:00+05:30,23831.55,23809.15,-22.4,LOSS,23789.88,23764.29,23703.46,60.94,40.9,16.4,11.22,10.11,80.0
2026-05-25 10:40:00+05:30,2026-05-25 10:45:00+05:30,23987.4,23987.25,-0.15,LOSS,23927.27,23862.31,23759.48,62.54,53.11,17.01,46.15,45.95,89.0
2026-05-25 13:15:00+05:30,2026-05-25 13:40:00+05:30,23982.6,23963.95,-18.65,LOSS,23966.5,23938.89,23816.04,62.01,35.93,13.2,5.2,5.06,77.0
2026-05-26 09:15:00+05:30,2026-05-26 09:30:00+05:30,24012.55,24030.2,17.65,WIN,24010.28,23981.5,23859.07,64.79,47.94,20.35,16.56,15.22,81.0
2026-05-26 09:35:00+05:30,2026-05-26 09:55:00+05:30,24069.4,24028.75,-40.65,LOSS,24020.21,23990.04,23866.12,66.97,48.56,23.39,17.29,15.58,81.0
2026-06-02 13:55:00+05:30,2026-06-02 14:15:00+05:30,23514.8,23514.5,-0.3,LOSS,23454.58,23406.77,23535.52,74.07,80.11,26.61,49.29,44.74,70.0
2026-06-03 13:35:00+05:30,2026-06-03 14:20:00+05:30,23336.05,23433.65,97.6,WIN,23291.26,23288.18,23416.88,72.1,38.69,31.08,24.73,15.99,74.0
2026-06-03 14:25:00+05:30,2026-06-03 15:05:00+05:30,23406.75,23389.4,-17.35,LOSS,23355.29,23321.37,23414.03,67.19,46.48,35.31,38.12,32.95,82.0
2026-06-04 10:00:00+05:30,2026-06-04 10:30:00+05:30,23420.8,23388.0,-32.8,LOSS,23381.42,23361.09,23409.85,58.13,41.94,39.9,5.93,4.53,77.0
2026-06-05 10:10:00+05:30,2026-06-05 10:30:00+05:30,23468.5,23431.1,-37.4,LOSS,23449.32,23427.41,23415.07,62.57,48.13,36.87,15.93,14.37,65.0
2026-06-09 12:45:00+05:30,2026-06-09 13:00:00+05:30,23203.55,23193.55,-10.0,LOSS,23186.66,23179.84,23247.3,71.84,39.96,19.91,12.9,8.54,76.0
2026-06-10 09:25:00+05:30,2026-06-10 10:10:00+05:30,23339.75,23317.0,-22.75,LOSS,23258.92,23226.47,23242.6,72.36,33.7,32.51,27.93,18.96,76.0
2026-06-11 12:45:00+05:30,2026-06-11 12:50:00+05:30,23273.3,23280.6,7.3,WIN,23265.57,23248.61,23265.11,66.52,59.48,20.41,23.75,23.32,64.0
2026-06-12 09:30:00+05:30,2026-06-12 10:00:00+05:30,23407.95,23342.55,-65.4,LOSS,23268.3,23248.19,23258.41,71.88,38.09,46.23,37.28,6.93,77.0
2026-06-12 10:05:00+05:30,2026-06-12 10:15:00+05:30,23347.55,23326.85,-20.7,LOSS,23314.33,23275.88,23265.45,71.72,43.69,41.95,37.3,33.95,83.0
2026-06-12 13:35:00+05:30,2026-06-12 14:15:00+05:30,23461.7,23535.75,74.05,WIN,23364.52,23344.08,23297.18,71.76,34.93,22.63,13.88,2.36,74.0
2026-06-16 14:05:00+05:30,2026-06-16 14:40:00+05:30,23983.2,23964.85,-18.35,LOSS,23956.65,23941.29,23781.4,73.44,39.47,14.64,11.2,8.42,78.0
2026-06-17 10:00:00+05:30,2026-06-17 10:55:00+05:30,24046.05,24080.0,33.95,WIN,24020.89,23988.58,23833.44,70.41,56.66,22.37,23.5,18.76,82.0
2026-06-17 13:35:00+05:30,2026-06-17 14:25:00+05:30,24053.7,24024.3,-29.4,LOSS,24041.49,24039.65,23911.55,53.47,53.54,15.23,-5.35,-7.05,69.0
2026-06-18 09:35:00+05:30,2026-06-18 10:25:00+05:30,24085.65,24109.25,23.6,WIN,24072.67,24058.15,23947.55,74.04,37.0,21.29,11.31,9.89,75.0
2026-06-18 12:15:00+05:30,2026-06-18 13:25:00+05:30,24095.6,24120.45,24.85,WIN,24078.69,24076.14,23985.78,58.27,39.61,16.9,0.25,-3.65,73.0
2026-06-18 15:20:00+05:30,2026-06-19 09:15:00+05:30,24182.25,23980.9,-201.35,LOSS,24131.64,24112.97,24027.49,74.14,35.88,22.86,17.72,8.12,75.0
2026-06-22 13:50:00+05:30,2026-06-22 15:00:00+05:30,24124.9,24117.2,-7.7,LOSS,24122.16,24113.0,24054.57,56.64,39.55,11.04,-2.09,-2.47,73.0
2026-06-24 11:40:00+05:30,2026-06-24 12:05:00+05:30,24006.9,23987.75,-19.15,LOSS,23954.89,23936.47,23992.78,70.08,50.33,20.03,25.49,22.62,64.0
2026-06-25 09:25:00+05:30,2026-06-25 10:30:00+05:30,24147.1,24172.55,25.45,WIN,24062.22,24031.86,24010.1,68.25,34.51,30.81,19.89,9.27,76.0
2026-06-25 12:20:00+05:30,2026-06-25 12:25:00+05:30,24225.9,24202.35,-23.55,LOSS,24209.37,24159.29,24064.25,66.82,41.86,14.98,24.04,23.87,85.0
2026-07-01 10:30:00+05:30,2026-07-01 10:40:00+05:30,23986.5,23953.1,-33.4,LOSS,23960.66,23941.56,23972.94,73.77,55.04,21.84,21.88,16.09,79.0
2026-07-01 11:10:00+05:30,2026-07-01 11:30:00+05:30,24019.5,23993.45,-26.05,LOSS,23974.32,23953.01,23973.67,65.05,50.12,20.5,16.7,15.68,79.0
2026-07-02 09:35:00+05:30,2026-07-02 10:05:00+05:30,24147.8,24099.75,-48.05,LOSS,24056.01,24029.55,23998.07,73.03,35.72,27.16,25.24,10.71,76.0
2026-07-02 12:55:00+05:30,2026-07-02 13:40:00+05:30,24119.6,24134.4,14.8,WIN,24114.12,24094.38,24034.8,67.03,34.69,14.71,8.97,8.38,74.0
2026-07-02 15:00:00+05:30,2026-07-02 15:15:00+05:30,24172.05,24156.45,-15.6,LOSS,24155.64,24131.52,24060.34,68.43,34.93,17.04,14.73,11.6,75.0
2026-07-03 10:00:00+05:30,2026-07-03 10:15:00+05:30,24313.9,24326.4,12.5,WIN,24270.56,24203.15,24091.29,73.4,64.8,34.47,50.15,45.67,89.0
2026-07-06 09:40:00+05:30,2026-07-06 11:05:00+05:30,24368.75,24413.3,44.55,WIN,24316.46,24305.36,24206.51,74.48,37.36,20.87,17.27,4.39,75.0
2026-04-17 10:00:00+05:30,2026-04-17 10:35:00+05:30,24255.3,24252.85,-2.45,LOSS,24209.2,24208.47,24291.02,67.55,43.81,39.03,12.06,8.04,75.0
2026-04-17 10:40:00+05:30,2026-04-17 10:50:00+05:30,24260.4,24256.35,-4.05,LOSS,24242.54,24225.45,24289.47,68.52,39.44,27.79,20.14,18.87,78.0
2026-04-17 14:35:00+05:30,2026-04-17 15:20:00+05:30,24325.05,24367.2,42.15,WIN,24302.62,24282.88,24288.61,70.06,35.19,13.08,11.54,10.3,74.0
2026-04-17 15:25:00+05:30,2026-04-20 15:15:00+05:30,24366.9,24325.15,-41.75,LOSS,24336.67,24306.71,24294.88,78.41,41.07,15.91,19.65,17.44,81.0
2026-04-21 09:35:00+05:30,2026-04-21 10:25:00+05:30,24469.9,24495.4,25.5,WIN,24388.85,24341.31,24305.64,69.63,28.78,29.79,36.56,26.39,74.0
2026-04-27 09:45:00+05:30,2026-04-27 10:25:00+05:30,24082.15,24058.3,-23.85,LOSS,23967.06,23942.14,24094.82,72.47,33.58,40.64,42.86,27.88,74.0
2026-04-27 12:55:00+05:30,2026-04-27 14:05:00+05:30,24071.5,24109.8,38.3,WIN,24053.95,24028.52,24081.66,77.75,34.95,16.29,12.55,9.89,75.0
2026-04-29 09:55:00+05:30,2026-04-29 10:25:00+05:30,24173.2,24290.15,116.95,WIN,24082.06,24058.19,24073.33,78.12,34.95,35.09,37.86,21.11,75.0
2026-04-30 14:00:00+05:30,2026-04-30 14:15:00+05:30,24038.2,23997.0,-41.2,LOSS,23973.06,23956.07,24046.5,78.13,53.8,26.3,39.44,29.9,64.0
2026-04-30 14:40:00+05:30,2026-04-30 14:45:00+05:30,24075.1,24036.75,-38.35,LOSS,24007.47,23977.2,24045.39,70.35,47.7,30.66,33.69,32.3,66.0
2026-05-04 09:35:00+05:30,2026-05-04 10:10:00+05:30,24261.0,24175.2,-85.8,LOSS,24092.23,24029.35,24051.05,70.89,27.87,50.5,60.01,37.43,76.0
2026-05-06 09:35:00+05:30,2026-05-06 10:00:00+05:30,24153.0,24110.15,-42.85,LOSS,24085.66,24046.59,24050.69,71.74,34.75,37.85,37.7,24.85,78.0
2026-05-06 13:50:00+05:30,2026-05-06 14:20:00+05:30,24111.25,24250.5,139.25,WIN,24074.87,24074.21,24065.05,76.29,50.28,20.69,6.44,-3.5,75.0
2026-05-07 13:05:00+05:30,2026-05-07 13:15:00+05:30,24396.35,24350.7,-45.65,LOSS,24379.25,24336.66,24196.64,59.89,30.13,33.23,21.93,19.96,74.0
2026-05-14 09:25:00+05:30,2026-05-14 09:35:00+05:30,23581.3,23524.5,-56.8,LOSS,23488.11,23483.83,23610.05,62.34,57.28,36.58,6.47,-6.97,76.0
2026-05-14 11:50:00+05:30,2026-05-14 12:50:00+05:30,23673.75,23684.95,11.2,WIN,23556.0,23518.25,23588.13,71.9,32.83,41.65,44.33,21.42,76.0
2026-05-15 09:45:00+05:30,2026-05-15 10:55:00+05:30,23794.7,23829.5,34.8,WIN,23742.25,23702.38,23641.32,67.57,30.28,38.09,19.66,11.54,74.0
2026-05-15 12:35:00+05:30,2026-05-15 13:35:00+05:30,23743.9,23740.1,-3.8,LOSS,23744.09,23742.61,23677.1,62.78,48.34,22.02,-8.49,-9.15,75.0
2026-05-19 09:25:00+05:30,2026-05-19 09:30:00+05:30,23757.2,23684.0,-73.2,LOSS,23653.3,23612.7,23615.99,75.5,40.94,34.62,33.74,20.09,69.0
2026-05-19 09:35:00+05:30,2026-05-19 09:55:00+05:30,23706.15,23677.6,-28.55,LOSS,23660.98,23619.05,23617.55,63.49,43.04,41.6,31.91,24.34,69.0
2026-05-19 10:10:00+05:30,2026-05-19 10:50:00+05:30,23754.25,23741.7,-12.55,LOSS,23689.37,23642.9,23624.24,64.36,44.66,44.49,29.33,28.19,70.0
2026-05-20 14:55:00+05:30,2026-05-20 15:00:00+05:30,23679.8,23643.55,-36.25,LOSS,23648.03,23622.87,23628.18,78.26,47.7,19.16,23.03,19.49,65.0
2026-05-21 09:15:00+05:30,2026-05-21 10:05:00+05:30,23766.85,23763.6,-3.25,LOSS,23664.77,23636.35,23631.45,70.22,48.03,30.43,21.61,18.17,81.0
2026-05-22 09:55:00+05:30,2026-05-22 10:35:00+05:30,23779.65,23773.05,-6.6,LOSS,23715.16,23693.33,23669.32,71.88,35.27,31.95,27.69,17.68,75.0
2026-05-22 10:40:00+05:30,2026-05-22 10:45:00+05:30,23792.7,23783.9,-8.8,LOSS,23751.31,23718.23,23678.46,58.69,42.83,25.12,25.92,25.84,81.0
2026-05-22 12:50:00+05:30,2026-05-22 13:20:00+05:30,23831.55,23809.15,-22.4,LOSS,23789.88,23764.29,23703.46,60.94,40.9,16.4,11.22,10.11,80.0
2026-05-25 10:40:00+05:30,2026-05-25 10:45:00+05:30,23987.4,23987.25,-0.15,LOSS,23927.27,23862.31,23759.48,62.54,53.11,17.01,46.15,45.95,89.0
2026-05-25 13:15:00+05:30,2026-05-25 13:40:00+05:30,23982.6,23963.95,-18.65,LOSS,23966.5,23938.89,23816.04,62.01,35.93,13.2,5.2,5.06,77.0
2026-05-25 15:05:00+05:30,2026-05-26 09:15:00+05:30,24026.0,24012.55,-13.45,LOSS,23997.04,23970.54,23850.25,76.13,35.56,14.38,16.41,10.73,76.0
2026-05-26 09:20:00+05:30,2026-05-26 09:30:00+05:30,24020.6,24030.2,9.6,WIN,24011.26,23983.03,23860.68,63.73,48.54,20.09,15.33,15.24,81.0
2026-05-26 09:35:00+05:30,2026-05-26 09:55:00+05:30,24069.4,24028.75,-40.65,LOSS,24020.21,23990.04,23866.12,66.97,48.56,23.39,17.29,15.58,81.0
2026-06-02 13:55:00+05:30,2026-06-02 14:15:00+05:30,23514.8,23514.5,-0.3,LOSS,23454.58,23406.77,23535.52,74.07,80.11,26.61,49.29,44.74,70.0
2026-06-03 13:35:00+05:30,2026-06-03 14:20:00+05:30,23336.05,23433.65,97.6,WIN,23291.26,23288.18,23416.88,72.1,38.69,31.08,24.73,15.99,74.0
2026-06-03 14:25:00+05:30,2026-06-03 15:05:00+05:30,23406.75,23389.4,-17.35,LOSS,23355.29,23321.37,23414.03,67.19,46.48,35.31,38.12,32.95,82.0
2026-06-04 10:00:00+05:30,2026-06-04 10:30:00+05:30,23420.8,23388.0,-32.8,LOSS,23381.42,23361.09,23409.85,58.13,41.94,39.9,5.93,4.53,77.0
2026-06-05 10:10:00+05:30,2026-06-05 10:30:00+05:30,23468.5,23431.1,-37.4,LOSS,23449.32,23427.41,23415.07,62.57,48.13,36.87,15.93,14.37,65.0
2026-06-09 12:40:00+05:30,2026-06-09 12:55:00+05:30,23208.0,23181.9,-26.1,LOSS,23184.88,23178.88,23247.74,79.22,37.21,20.23,13.13,7.45,74.0
2026-06-10 09:25:00+05:30,2026-06-10 10:10:00+05:30,23339.75,23317.0,-22.75,LOSS,23258.92,23226.47,23242.6,72.36,33.7,32.51,27.93,18.96,76.0
2026-06-10 11:45:00+05:30,2026-06-10 11:50:00+05:30,23400.05,23396.35,-3.7,LOSS,23369.23,23321.48,23272.04,75.38,30.6,18.43,24.79,24.1,76.0
2026-06-11 12:40:00+05:30,2026-06-11 12:50:00+05:30,23294.4,23280.6,-13.8,LOSS,23264.75,23247.6,23265.02,75.8,58.45,20.05,26.42,23.21,64.0
2026-06-12 09:30:00+05:30,2026-06-12 10:00:00+05:30,23407.95,23342.55,-65.4,LOSS,23268.3,23248.19,23258.41,71.88,38.09,46.23,37.28,6.93,77.0
2026-06-12 10:05:00+05:30,2026-06-12 10:15:00+05:30,23347.55,23326.85,-20.7,LOSS,23314.33,23275.88,23265.45,71.72,43.69,41.95,37.3,33.95,83.0
2026-06-12 13:35:00+05:30,2026-06-12 14:15:00+05:30,23461.7,23535.75,74.05,WIN,23364.52,23344.08,23297.18,71.76,34.93,22.63,13.88,2.36,74.0
2026-06-16 14:05:00+05:30,2026-06-16 14:40:00+05:30,23983.2,23964.85,-18.35,LOSS,23956.65,23941.29,23781.4,73.44,39.47,14.64,11.2,8.42,78.0
2026-06-17 09:40:00+05:30,2026-06-17 10:55:00+05:30,24061.55,24080.0,18.45,WIN,24002.0,23976.24,23824.2,77.07,34.05,24.06,18.66,12.3,74.0
2026-06-17 13:35:00+05:30,2026-06-17 14:25:00+05:30,24053.7,24024.3,-29.4,LOSS,24041.49,24039.65,23911.55,53.47,53.54,15.23,-5.35,-7.05,69.0
2026-06-18 09:35:00+05:30,2026-06-18 10:25:00+05:30,24085.65,24109.25,23.6,WIN,24072.67,24058.15,23947.55,74.04,37.0,21.29,11.31,9.89,75.0
2026-06-18 12:15:00+05:30,2026-06-18 13:25:00+05:30,24095.6,24120.45,24.85,WIN,24078.69,24076.14,23985.78,58.27,39.61,16.9,0.25,-3.65,73.0
2026-06-18 15:20:00+05:30,2026-06-19 09:15:00+05:30,24182.25,23980.9,-201.35,LOSS,24131.64,24112.97,24027.49,74.14,35.88,22.86,17.72,8.12,75.0
2026-06-22 10:10:00+05:30,2026-06-22 10:25:00+05:30,24149.65,24152.8,3.15,WIN,24090.18,24037.54,24010.85,79.55,50.64,23.72,44.1,40.95,86.0
2026-06-22 13:50:00+05:30,2026-06-22 15:00:00+05:30,24124.9,24117.2,-7.7,LOSS,24122.16,24113.0,24054.57,56.64,39.55,11.04,-2.09,-2.47,73.0
2026-06-24 11:40:00+05:30,2026-06-24 12:05:00+05:30,24006.9,23987.75,-19.15,LOSS,23954.89,23936.47,23992.78,70.08,50.33,20.03,25.49,22.62,64.0
2026-06-24 13:50:00+05:30,2026-06-24 14:00:00+05:30,24066.5,24042.15,-24.35,LOSS,24031.78,23994.06,23998.84,78.58,42.01,17.46,26.52,23.06,68.0
2026-06-25 09:25:00+05:30,2026-06-25 10:30:00+05:30,24147.1,24172.55,25.45,WIN,24062.22,24031.86,24010.1,68.25,34.51,30.81,19.89,9.27,76.0
2026-06-25 12:00:00+05:30,2026-06-25 12:20:00+05:30,24247.55,24225.9,-21.65,LOSS,24194.41,24145.24,24057.05,79.78,31.03,15.34,23.5,22.26,76.0
2026-07-01 10:25:00+05:30,2026-07-01 10:40:00+05:30,23997.5,23953.1,-44.4,LOSS,23957.94,23939.73,23972.81,76.66,52.18,21.24,22.52,14.64,79.0
2026-07-01 11:10:00+05:30,2026-07-01 11:30:00+05:30,24019.5,23993.45,-26.05,LOSS,23974.32,23953.01,23973.67,65.05,50.12,20.5,16.7,15.68,79.0
2026-07-02 09:35:00+05:30,2026-07-02 10:05:00+05:30,24147.8,24099.75,-48.05,LOSS,24056.01,24029.55,23998.07,73.03,35.72,27.16,25.24,10.71,76.0
2026-07-02 12:55:00+05:30,2026-07-02 13:40:00+05:30,24119.6,24134.4,14.8,WIN,24114.12,24094.38,24034.8,67.03,34.69,14.71,8.97,8.38,74.0
2026-07-02 15:00:00+05:30,2026-07-02 15:15:00+05:30,24172.05,24156.45,-15.6,LOSS,24155.64,24131.52,24060.34,68.43,34.93,17.04,14.73,11.6,75.0
2026-07-03 09:40:00+05:30,2026-07-03 10:15:00+05:30,24337.0,24326.4,-10.6,LOSS,24242.39,24181.44,24081.61,77.17,66.35,33.99,53.58,36.08,88.0
2026-07-06 09:40:00+05:30,2026-07-06 11:05:00+05:30,24368.75,24413.3,44.55,WIN,24316.46,24305.36,24206.51,74.48,37.36,20.87,17.27,4.39,75.0
2026-04-17 10:00:00+05:30,2026-04-17 10:35:00+05:30,24255.3,24252.85,-2.45,LOSS,24209.2,24208.47,24291.02,67.55,43.81,39.03,12.06,8.04,75.0
2026-04-17 10:40:00+05:30,2026-04-17 10:50:00+05:30,24260.4,24256.35,-4.05,LOSS,24242.54,24225.45,24289.47,68.52,39.44,27.79,20.14,18.87,78.0
2026-04-21 09:35:00+05:30,2026-04-21 10:25:00+05:30,24469.9,24495.4,25.5,WIN,24388.85,24341.31,24305.64,69.63,28.78,29.79,36.56,26.39,74.0
2026-04-30 14:15:00+05:30,2026-04-30 14:20:00+05:30,23997.0,24011.9,14.9,WIN,23985.15,23963.37,24045.74,63.17,51.35,28.25,34.55,33.48,65.0
2026-05-07 13:05:00+05:30,2026-05-07 13:15:00+05:30,24396.35,24350.7,-45.65,LOSS,24379.25,24336.66,24196.64,59.89,30.13,33.23,21.93,19.96,74.0
2026-05-14 09:25:00+05:30,2026-05-14 09:35:00+05:30,23581.3,23524.5,-56.8,LOSS,23488.11,23483.83,23610.05,62.34,57.28,36.58,6.47,-6.97,76.0
2026-05-15 09:45:00+05:30,2026-05-15 10:55:00+05:30,23794.7,23829.5,34.8,WIN,23742.25,23702.38,23641.32,67.57,30.28,38.09,19.66,11.54,74.0
2026-05-15 12:35:00+05:30,2026-05-15 13:35:00+05:30,23743.9,23740.1,-3.8,LOSS,23744.09,23742.61,23677.1,62.78,48.34,22.02,-8.49,-9.15,75.0
2026-05-19 09:30:00+05:30,2026-05-19 09:55:00+05:30,23684.0,23677.6,-6.4,LOSS,23656.22,23615.49,23616.66,62.88,42.29,39.42,31.92,22.45,69.0
2026-05-19 10:10:00+05:30,2026-05-19 10:50:00+05:30,23754.25,23741.7,-12.55,LOSS,23689.37,23642.9,23624.24,64.36,44.66,44.49,29.33,28.19,70.0
2026-05-20 15:00:00+05:30,2026-05-20 15:05:00+05:30,23643.55,23672.15,28.6,WIN,23647.61,23623.68,23628.33,61.16,49.18,20.95,19.8,19.55,65.0
2026-05-21 09:25:00+05:30,2026-05-21 10:10:00+05:30,23757.35,23767.5,10.15,WIN,23683.07,23646.31,23634.11,69.97,46.76,32.2,30.81,22.23,83.0
2026-05-22 10:25:00+05:30,2026-05-22 10:35:00+05:30,23761.45,23773.05,11.6,WIN,23740.64,23710.16,23675.33,64.86,51.47,29.06,26.68,25.82,81.0
2026-05-22 10:40:00+05:30,2026-05-22 10:45:00+05:30,23792.7,23783.9,-8.8,LOSS,23751.31,23718.23,23678.46,58.69,42.83,25.12,25.92,25.84,81.0
2026-05-22 12:50:00+05:30,2026-05-22 13:20:00+05:30,23831.55,23809.15,-22.4,LOSS,23789.88,23764.29,23703.46,60.94,40.9,16.4,11.22,10.11,80.0
2026-05-25 10:40:00+05:30,2026-05-25 10:45:00+05:30,23987.4,23987.25,-0.15,LOSS,23927.27,23862.31,23759.48,62.54,53.11,17.01,46.15,45.95,89.0
2026-05-25 13:15:00+05:30,2026-05-25 13:40:00+05:30,23982.6,23963.95,-18.65,LOSS,23966.5,23938.89,23816.04,62.01,35.93,13.2,5.2,5.06,77.0
2026-05-26 09:15:00+05:30,2026-05-26 09:30:00+05:30,24012.55,24030.2,17.65,WIN,24010.28,23981.5,23859.07,64.79,47.94,20.35,16.56,15.22,81.0
2026-05-26 09:35:00+05:30,2026-05-26 09:55:00+05:30,24069.4,24028.75,-40.65,LOSS,24020.21,23990.04,23866.12,66.97,48.56,23.39,17.29,15.58,81.0
2026-06-03 13:40:00+05:30,2026-06-03 14:20:00+05:30,23320.6,23433.65,113.05,WIN,23294.05,23289.46,23415.93,58.14,38.7,29.72,23.79,17.55,73.0
2026-06-03 14:25:00+05:30,2026-06-03 15:05:00+05:30,23406.75,23389.4,-17.35,LOSS,23355.29,23321.37,23414.03,67.19,46.48,35.31,38.12,32.95,82.0
2026-06-04 10:00:00+05:30,2026-06-04 10:30:00+05:30,23420.8,23388.0,-32.8,LOSS,23381.42,23361.09,23409.85,58.13,41.94,39.9,5.93,4.53,77.0
2026-06-05 10:10:00+05:30,2026-06-05 10:30:00+05:30,23468.5,23431.1,-37.4,LOSS,23449.32,23427.41,23415.07,62.57,48.13,36.87,15.93,14.37,65.0
2026-06-10 09:35:00+05:30,2026-06-10 10:10:00+05:30,23337.8,23317.0,-20.8,LOSS,23274.27,23235.48,23244.6,66.53,36.74,31.04,33.25,23.85,80.0
2026-06-11 12:45:00+05:30,2026-06-11 12:50:00+05:30,23273.3,23280.6,7.3,WIN,23265.57,23248.61,23265.11,66.52,59.48,20.41,23.75,23.32,64.0
2026-06-12 09:40:00+05:30,2026-06-12 10:15:00+05:30,23370.1,23326.85,-43.25,LOSS,23289.01,23258.54,23260.87,69.89,40.53,45.12,43.96,20.02,82.0
2026-06-16 14:35:00+05:30,2026-06-16 14:40:00+05:30,24000.85,23964.85,-36.0,LOSS,23973.22,23952.37,23793.73,69.66,53.24,13.49,14.96,12.7,79.0
2026-06-17 10:35:00+05:30,2026-06-17 10:55:00+05:30,24078.75,24080.0,1.25,WIN,24045.39,24008.13,23849.31,69.5,80.66,18.14,23.71,22.56,83.0
2026-06-17 13:40:00+05:30,2026-06-17 14:25:00+05:30,24056.35,24024.3,-32.05,LOSS,24042.91,24040.31,23912.99,57.01,50.65,15.18,-3.49,-6.34,73.0
2026-06-18 09:55:00+05:30,2026-06-18 10:25:00+05:30,24123.2,24109.25,-13.95,LOSS,24089.63,24067.85,23954.45,67.47,46.2,21.64,18.33,13.79,80.0
2026-06-18 12:15:00+05:30,2026-06-18 13:25:00+05:30,24095.6,24120.45,24.85,WIN,24078.69,24076.14,23985.78,58.27,39.61,16.9,0.25,-3.65,73.0
2026-06-22 13:50:00+05:30,2026-06-22 15:00:00+05:30,24124.9,24117.2,-7.7,LOSS,24122.16,24113.0,24054.57,56.64,39.55,11.04,-2.09,-2.47,73.0
2026-06-25 09:25:00+05:30,2026-06-25 10:30:00+05:30,24147.1,24172.55,25.45,WIN,24062.22,24031.86,24010.1,68.25,34.51,30.81,19.89,9.27,76.0
2026-06-25 12:20:00+05:30,2026-06-25 12:25:00+05:30,24225.9,24202.35,-23.55,LOSS,24209.37,24159.29,24064.25,66.82,41.86,14.98,24.04,23.87,85.0
2026-07-01 10:35:00+05:30,2026-07-01 10:45:00+05:30,23977.05,23973.85,-3.2,LOSS,23962.22,23942.95,23972.98,67.53,57.62,22.15,20.39,16.95,79.0
2026-07-01 11:10:00+05:30,2026-07-01 11:30:00+05:30,24019.5,23993.45,-26.05,LOSS,23974.32,23953.01,23973.67,65.05,50.12,20.5,16.7,15.68,79.0
2026-07-02 09:50:00+05:30,2026-07-02 10:10:00+05:30,24136.75,24075.55,-61.2,LOSS,24078.74,24042.48,24002.39,69.89,41.54,26.94,33.05,20.99,83.0
2026-07-02 12:55:00+05:30,2026-07-02 13:40:00+05:30,24119.6,24134.4,14.8,WIN,24114.12,24094.38,24034.8,67.03,34.69,14.71,8.97,8.38,74.0
2026-07-02 15:00:00+05:30,2026-07-02 15:15:00+05:30,24172.05,24156.45,-15.6,LOSS,24155.64,24131.52,24060.34,68.43,34.93,17.04,14.73,11.6,75.0
2026-07-06 10:35:00+05:30,2026-07-06 11:05:00+05:30,24392.95,24413.3,20.35,WIN,24366.02,24335.27,24225.49,69.68,68.04,16.54,25.3,23.26,81.0
